St/Dis,Prefix,FirstName,MiddleName,LastName,Suffix,WEBSITE,District Address Line 1,District Address Line 2,Distrcit Address Line 3,District Phone,DC Address,City,State,Zip+4,BioguideID,Party
OH07,The Honorable,Bob,,Gibbs,,https://gibbs.house.gov/,110 Cottage St.,"Ashland, OH 44805",,(419) 207-0650,329 Cannon House Office Building,Washington,DC,20515-3507,G000563,R
OH08,The Honorable,Warren,,Davidson,,https://davidson.house.gov/,12 S. Plum Street,"Troy, OH 45373",,(937)-339-1524,1011 Longworth House Office Building,Washington,DC,20515-3508,D000626,R
OH09,The Honorable,Marcy,,Kaptur,,https://kaptur.house.gov/,17021 Lorain,"Cleveland, OH 44111",,(216) 767-5933,2186 Rayburn House Office Building,Washington,DC,20515-3509,K000009,D
OH10,The Honorable,Michael,R.,Turner,,https://turner.house.gov/,120 West 3rd St,Ste. 305,"Dayton, OH 45402",(937) 225-2843,2239 Rayburn House Office Building,Washington,DC,20515-3510,T000463,R
OH11,The Honorable,Marcia,L.,Fudge,,https://fudge.house.gov/,4834 Richmond Road,Suite 150,"Warrensville Heights, OH 44128",(216) 522-4900,2344 Rayburn House Office Building,Washington,DC,20515-3511,F000455,D
OH12,The Honorable,Patrick,J.,Tiberi,,http://tiberi.house.gov/,250 E. Wilson Bridge Road,Suite 100,"Worthington, Ohio 43085",(614) 523-2555,1203 Longworth House Office Building,Washington,DC,20515-3512,T000462,R
OH13,The Honorable,Tim,,Ryan,,http://timryan.house.gov/,1030 Tallmadge Ave,"Akron, OH 44310",,(330) 630-7311,1421 Longworth House Office Building,Washington,DC,20515-3513,R000577,D
OH14,The Honorable,David,P.,Joyce,,https://joyce.house.gov/,1 Victoria Place,Room 320,"Painesville, OH 44077",(440) 352-3939,1124 Longworth House Office Building,Washington,DC,20515-3514,J000295,R
OH15,The Honorable,Steve,,Stivers,,http://stivers.house.gov/,3790 Municipal Way,"Hilliard, OH 43026",,(614) 771-4968,1022 Longworth House Office Building,Washington,DC,20515-3515,S001187,R
OH16,The Honorable,James,B.,Renacci,,https://renacci.house.gov/index.cfm/home,1 Park Center Drive,Suite 302,"Wadsworth, OH 44281",(330) 334-0040,328 Cannon House Office Building,Washington,DC,20515-3516,R000586,R
OK01,The Honorable,Jim,,Bridenstine,,http://bridenstine.house.gov/,2448 E. 81st St.,Suite 5150,"Tulsa, OK 74137",918-935-3222,216 Cannon House Office Building,Washington,DC,20515-3601,B001283,R
OK02,The Honorable,Markwayne,,Mullin,,https://mullin.house.gov/,1 E. Choctaw,Suite 175,"McAlester, OK 74501",(918) 423-5951,1113 Longworth House Office Building,Washington,DC,20515-3602,M001190,R
OK03,The Honorable,Frank,D.,Lucas,,http://lucas.house.gov/,10952 NW Expressway,Suite B,"Yukon, OK 73099",(405) 373-1958,2405 Rayburn House Office Building,Washington,DC,20515-3603,L000491,R
OK04,The Honorable,Tom,,Cole,,https://cole.house.gov/,100 E. 13th St,Suite 213,"Ada, OK 74820",(580) 436-5375,2467 Rayburn House Office Building,Washington,DC,20515-3604,C001053,R
OK05,The Honorable,Steve,,Russell,,https://russell.house.gov/,4600 SE 29th,Suite 400,"Del City, OK 73115",(405) 602-3074,128 Cannon House Office Building,Washington,DC,20515-3605,R000604,R
OR01,The Honorable,Suzanne,,Bonamici,,http://bonamici.house.gov/,12725 SW Millikan Way,Suite 220,"Beaverton, OR 97005",(503) 469-6010,439 Cannon House Office Building,Washington,DC,20515-3701,B001278,D
OR02,The Honorable,Greg,,Walden,,https://walden.house.gov/,14 N. Central Ave.,Suite 112,"Medford, OR 9750",(541) 776-4646,2185 Rayburn House Office Building,Washington,DC,20515-3702,W000791,R
OR03,The Honorable,Earl,,Blumenauer,,https://blumenauer.house.gov/,911 N.E. 11th Ave,Suite 200,"Portland, OR 97232",(503) 231-2300,1111 Longworth House Office Building,Washington,DC,20515-3703,B000574,D
OR04,The Honorable,Peter,A.,DeFazio,,http://defazio.house.gov/,125 Central Ave,Suite 350,"Coos Bay, OR 97420",541-269-2609,2134 Rayburn House Office Building,Washington,DC,20515-3704,D000191,D
OR05,The Honorable,Kurt,,Schrader,,http://schrader.house.gov/,544 Ferry Street SE,Ste 2,"Salem, OR 97301",(503) 588-9100,2431 Rayburn House Office Building,Washington,DC,20515-3705,S001180,D
PA01,The Honorable,Robert,A.,Brady,,http://brady.house.gov/,1350 Edgmont Avenue,Suite 2575,"Chester, PA 19013",(610) 874-7094,102 Cannon House Office Building,Washington,DC,20515-3801,B001227,D
PA02,The Honorable,Dwight,,Evans,,,,,, (215) 549-0220,,,,,,
PA03,The Honorable,Mike,,Kelly,,http://kelly.house.gov/,208 E. Bayfront Parkway,Suite 102,"Erie, PA 16507",(814) 454-8190,1519 Longworth House Office Building,Washington,DC,20515-3803,K000376,R
PA04,The Honorable,Scott,,Perry,,http://perry.house.gov/,22 Chambersburg Street,"Gettysburg, PA 17325",,717-338-1919,1207 Longworth House Office Building,Washington,DC,20515-3804,P000605,R
PA05,The Honorable,Glenn,,Thompson,,http://thompson.house.gov/,3555 Benner Pike,Suite 101,"Bellefonte, PA 16823",(814) 353-0215,124 Cannon House Office Building,Washington,DC,20515-3805,T000467,R
PA06,The Honorable,Ryan,A.,Costello,,https://costello.house.gov/,21 West Market Street,Suite 105,"West Chester, PA 19382",(610) 696-2982,427 Cannon House Office Building,Washington,DC,20515-3806,C001106,R
PA07,The Honorable,Patrick,,Meehan,,https://meehan.house.gov/,940 West Sproul Road,"Springfield, PA 19064",,(610) 690-7323,434 Cannon House Office Building,Washington,DC,20515-3807,M001181,R
PA09,The Honorable,Bill,,Shuster,,https://shuster.house.gov/,310 Penn Street,Suite 200,"Hollidaysburg, PA 16648",814.696.6318,2268 Rayburn House Office Building,Washington,DC,20515-3809,S001154,R
PA10,The Honorable,Tom,,Marino,,https://marino.house.gov/,543 Easton Turnpike,Suite 101,"Lake Ariel, PA 18436",570-689-6024,410 Cannon House Office Building,Washington,DC,20515-3810,M001179,R
PA11,The Honorable,Lou,,Barletta,,http://barletta.house.gov/,59 West Louther Street,"Carlisle, PA 17013",,(717) 249-0190,115 Cannon House Office Building,Washington,DC,20515-3811,B001269,R
PA12,The Honorable,Keith,J.,Rothfus,,https://rothfus.house.gov/,650 Corporation Street,Suite 304,"Beaver, PA 15009",(724) 359-1626,1205 Longworth House Office Building,Washington,DC,20515-3812,R000598,R
PA13,The Honorable,Brendan,F.,Boyle,,https://boyle.house.gov/,115 E. Glenside Avenue,Ste 1,"Glenside, PA 19038",(215) 517-6572,118 Cannon House Office Building,Washington,DC,20515-3813,B001296,D
PA14,The Honorable,Michael,F.,Doyle,,http://doyle.house.gov/,2637 East Carson Street,"Pittsburgh, PA 15203",,(412) 390-1499,239 Cannon House Office Building,Washington,DC,20515-3814,D000482,D
PA15,The Honorable,Charles,W.,Dent,,https://dent.house.gov/,3900 Hamilton Boulevard,Suite 207,"Allentown, PA 18103",(610) 770-3490,2211 Rayburn House Office Building,Washington,DC,20515-3815,D000604,R
PA17,The Honorable,Matt,,Cartwright,,http://cartwright.house.gov/,226 Wyoming Avenue,"Scranton, PA 18503",,570-341-1050,1419 Longworth House Office Building,Washington,DC,20515-3817,C001090,D
PA18,The Honorable,Tim,,Murphy,,https://murphy.house.gov/,504 Washington Road,"Pittsburgh, PA 15228",,(412) 344-5583,2332 Rayburn House Office Building,Washington,DC,20515-3818,M001151,R
RI01,The Honorable,David,N.,Cicilline,,http://cicilline.house.gov/,"1070 Main Street, Suite 300","Pawtucket, RI 02860",,401-729-5600,2244 Rayburn House Office Building,Washington,DC,20515-3901,C001084,D
RI02,The Honorable,James,R.,Langevin,,http://langevin.house.gov/,300 Centerville Rd,"Warwick, RI 02886",,(401) 732-9400,109 Cannon House Office Building,Washington,DC,20515-3902,L000559,D
SC01,The Honorable,Mark,,Sanford,,https://sanford.house.gov/,530 Johnnie Dodds Boulevard,Suite 201,"Mount Pleasant, SC 29464-3083",(843) 352-7572,2201 Rayburn House Office Building,Washington,DC,20515-4001,S000051,R
SC02,The Honorable,Joe,,Wilson,,http://joewilson.house.gov/,1930 University Parkway,Suite 1600,"Aiken, SC 29801",(803) 642-6416,2229 Rayburn House Office Building,Washington,DC,20515-4002,W000795,R
SC03,The Honorable,Jeff,,Duncan,,http://jeffduncan.house.gov/,303 West Beltline Blvd,"Anderson, SC 29625",,(864) 224-7401,106 Cannon House Office Building,Washington,DC,20515-4003,D000615,R
SC04,The Honorable,Trey,,Gowdy,,https://gowdy.house.gov/,104 South Main St,"Greenville, SC 29601",,(864) 241-0175,1404 Longworth House Office Building,Washington,DC,20515-4004,G000566,R
SC05,The Honorable,Mick,,Mulvaney,,https://mulvaney.house.gov/,110 Railroad Avenue,"Gaffney, SC 29340",,(864) 206-6004,2419 Rayburn House Office Building,Washington,DC,20515-4005,M001182,R
SC06,The Honorable,James,E.,Clyburn,,http://clyburn.house.gov/,130 W. Main Street,"Kingstree, S.C. 29556",,(843)355-1211,242 Cannon House Office Building,Washington,DC,20515-4006,C000537,D
SC07,The Honorable,Tom,,Rice,,http://rice.house.gov/,2411 N. Oak Street,Suite 405,"Myrtle Beach, SC 29577",(843) 445-6459,223 Cannon House Office Building,Washington,DC,20515-4007,R000597,R
SD00,The Honorable,Kristi,L.,Noem,,https://noem.house.gov/index.cfm/home,300 N. Dakota Avenue,Suite 314,"Sioux Falls, SD 57104",(605) 275-2868,2422 Rayburn House Office Building,Washington,DC,20515-4100,N000184,R
TN01,The Honorable,David,P.,Roe,,http://roe.house.gov/,205 Revere Street,"Kingsport, TN 37660",,(423) 247-8161,407 Cannon House Office Building,Washington,DC,20515-4201,R000582,R
TN02,The Honorable,John,J.,Duncan,Jr.,http://duncan.house.gov/,331 Court Street,"Maryville, TN 37804",,(865) 984-5464,2207 Rayburn House Office Building,Washington,DC,20515-4202,D000533,R
TN03,The Honorable,Charles,J. “Chuck”,Fleischmann,,http://fleischmann.house.gov/,6 East Madison Avenue,"Athens, TN 37303",,423-745-4671,230 Cannon House Office Building,Washington,DC,20515-4203,F000459,R
TN04,The Honorable,Scott,,DesJarlais,,https://desjarlais.house.gov/,301 Keith St.,Suite 212,"Cleveland, TN 37311",(423) 472-7500,413 Cannon House Office Building,Washington,DC,20515-4204,D000616,R
TN05,The Honorable,Jim,,Cooper,,http://cooper.house.gov/,605 Church Street,"Nashville, TN 37219",,(615) 736-5295,1536 Longworth House Office Building,Washington,DC,20515-4205,C000754,D
TN06,The Honorable,Diane,,Black,,http://black.house.gov/,355 North Belvedere Drive,Suite 308,"Gallatin, TN 37066",(615) 206-8204,1131 Longworth House Office Building,Washington,DC,20515-4206,B001273,R
TN07,The Honorable,Marsha,,Blackburn,,http://blackburn.house.gov/,128 North 2nd Street,Suite 202,"Clarksville, TN 37040",931-503-0391,2266 Rayburn House Office Building,Washington,DC,20515-4207,B001243,R
TN09,The Honorable,Steve,,Cohen,,https://cohen.house.gov/,167 North Main Street,"The Clifford Davis/Odell Horton Federal Building, Suite 369","Memphis, TN 38103",(901) 544-4131,2404 Rayburn House Office Building,Washington,DC,20515-4209,C001068,D
TX01,The Honorable,Louie,,Gohmert,,https://gohmert.house.gov/,1121 ESE Loop 323,Ste 206,"Tyler, TX, 75701",(903) 561-6349,2243 Rayburn House Office Building,Washington,DC,20515-4301,G000552,R
TX02,The Honorable,Ted,,Poe,,https://poe.house.gov/home,1801 Kingwood Drive,Suite 240,"Kingwood, TX 77339",(281) 446-0242,2412 Rayburn House Office Building,Washington,DC,20515-4302,P000592,R
TX03,The Honorable,Sam,,Johnson,,http://samjohnson.house.gov/,1255 W 15th Street,Suite 170,"Plano, Texas 75075",(469) 304-0382,2304 Rayburn House Office Building,Washington,DC,20515-4303,J000174,R
TX04,The Honorable,John,,Ratcliffe,,https://ratcliffe.house.gov/,6531 Horizon Road,Suite A,"Rockwall, TX 75032",(972) 771-0100,325 Cannon House Office Building,Washington,DC,20515-4304,R000601,R
TX05,The Honorable,Jeb,,Hensarling,,http://hensarling.house.gov/,810 East Corsicana Street,Suite C,"Athens, TX 75751",(903) 675-8288,2228 Rayburn House Office Building,Washington,DC,20515-4305,H001036,R
TX06,The Honorable,Joe,,Barton,,https://joebarton.house.gov/,2106 A W. Ennis Ave.,"Ennis, Texas 75119",,(972) 875-8488,2107 Rayburn House Office Building,Washington,DC,20515-4306,B000213,R
TX07,The Honorable,John,Abney,Culberson,,http://culberson.house.gov/,10000 Memorial Drive,Suite 620,"Houston, TX 77024",(713) 682-8828,2372 Rayburn House Office Building,Washington,DC,20515-4307,C001048,R
TX08,The Honorable,Kevin,,Brady,,http://kevinbrady.house.gov/,200 River Point,Ste 304,"Conroe, TX 77304",(936) 441-5700,301 Cannon House Office Building,Washington,DC,20515-4308,B000755,R
TX09,The Honorable,Al,,Green,,http://algreen.house.gov/,3003 South Loop West,Suite 460,"Houston, TX 77054",713-383-9234,2347 Rayburn House Office Building,Washington,DC,20515-4309,G000553,D
TX10,The Honorable,Michael,T.,McCaul,,http://mccaul.house.gov/,9009 Mountain Ridge Drive,"Austin Building, Suite 230","Austin, TX 78759",512-473-2357,131 Cannon House Office Building,Washington,DC,20515-4310,M001157,R
TX11,The Honorable,K.,Michael,Conaway,,http://conaway.house.gov/,6 Desta Drive,Suite 2000,"Midland, TX 79705",(432) 687-2390,2430 Rayburn House Office Building,Washington,DC,20515-4311,C001062,R
TX12,The Honorable,Kay,,Granger,,http://kaygranger.house.gov/,1701 River Run Road,Suite 407,"Fort Worth, TX 76107",(817) 338-0909,1026 Longworth House Office Building,Washington,DC,20515-4312,G000377,R
TX13,The Honorable,Mac,,Thornberry,,http://thornberry.house.gov/,620 South Taylor Street,Suite 200,"Amarillo, Texas 79101",(806) 371-8844,2208 Rayburn House Office Building,Washington,DC,20515-4313,T000238,R
TX14,The Honorable,Randy,K.,Weber,Sr.,http://weber.house.gov/,505 Orleans Street,Suite 103,"Beaumont, TX 77701",409-835-0108,510 Cannon House Office Building,Washington,DC,20515-4314,W000814,R
TX16,The Honorable,Beto,,O’Rourke,,http://orourke.house.gov/,303 N Oregon St,Suite 210,"El Paso, TX 79901",915-541-1400,1330 Longworth House Office Building,Washington,DC,20515-4316,O000170,D
TX17,The Honorable,Bill,,Flores,,http://flores.house.gov/,400 Austin Avenue,Suite 302,"Waco, TX 76701",(254) 732-0748,1030 Longworth House Office Building,Washington,DC,20515-4317,F000461,R
TX18,The Honorable,Sheila,,Jackson Lee,,http://jacksonlee.house.gov/,6719 West Montgomery,Suite 204,"Houston, TX 77091",(713) 691-4882,2252 Rayburn House Office Building,Washington,DC,20515-4318,J000032,D
TX20,The Honorable,Joaquin,,Castro,,https://castro.house.gov/,727 E. Cesar E. Chavez Blvd,Suite B-128,"San Antonio, TX 78206",210-348-8216,212 Cannon House Office Building,Washington,DC,20515-4320,C001091,D
TX21,The Honorable,Lamar,,Smith,,http://lamarsmith.house.gov/,2211 South IH-35,Suite 106,"Austin, TX 78741",512-912-7508,2409 Rayburn House Office Building,Washington,DC,20515-4321,S000583,R
TX22,The Honorable,Pete,,Olson,,https://olson.house.gov/,22333 Grand Corner Dr.,Suite 151,"Katy, TX 77494",(281) 889-7134,2133 Rayburn House Office Building,Washington,DC,20515-4322,O000168,R
TX23,The Honorable,Will,,Hurd,,https://hurd.house.gov/,1104 West 10th,"Del Rio, TX 78840",,830-422-2040,317 Cannon House Office Building,Washington,DC,20515-4323,H001073,R
TX24,The Honorable,Kenny,,Marchant,,https://marchant.house.gov/,9901 E. Valley Ranch Pkwy.,STE 2060,"Irving, TX 75063",972.556.0162,2313 Rayburn House Office Building,Washington,DC,20515-4324,M001158,R
TX25,The Honorable,Roger,,Williams,,http://williams.house.gov/,1005 Congress Avenue,Suite 925,"Austin, TX 78701",(512) 473-8910,1323 Longworth House Office Building,Washington,DC,20515-4325,W000816,R
TX26,The Honorable,Michael,C.,Burgess,,http://burgess.house.gov/,2000 South Stemmons Freeway,Suite 200,"Lake Dallas, TX 75065",(940) 497-5031,2336 Rayburn House Office Building,Washington,DC,20515-4326,B001248,R
TX27,The Honorable,Blake,,Farenthold,,http://farenthold.house.gov/,101 N. Shoreline Blvd,Suite 300,"Corpus Christi, TX 78401",(361) 884-2222,1027 Longworth House Office Building,Washington,DC,20515-4327,F000460,R
TX28,The Honorable,Henry,,Cuellar,,http://cuellar.house.gov/,602 E. Calton Road,Suite 2,"Laredo, TX 78041",(956) 725-0639,2209 Rayburn House Office Building,Washington,DC,20515-4328,C001063,D
TX29,The Honorable,Gene,,Green,,https://green.house.gov/,11811 East Freeway,Suite 430,"Houston, TX 77029-1974",(713) 330-0761,2470 Rayburn House Office Building,Washington,DC,20515-4329,G000410,D
TX30,The Honorable,Eddie,Bernice,Johnson,,http://ebjohnson.house.gov/,3102 Maple Avenue,Suite 600,"Dallas, TX 75201",(214) 922-8885,2468 Rayburn House Office Building,Washington,DC,20515-4330,J000126,D
TX31,The Honorable,John,R.,Carter,,https://carter.house.gov/,1717 North IH 35,"Round Rock, TX 78664",,(512) 246-1600,2110 Rayburn House Office Building,Washington,DC,20515-4331,C001051,R
TX32,The Honorable,Pete,,Sessions,,https://sessions.house.gov/,Park Central VII 12750 Merit Drive,Suite 1434,"Dallas, TX 75251-1229",972.392.0505,2233 Rayburn House Office Building,Washington,DC,20515-4332,S000250,R
TX33,The Honorable,Marc,A.,Veasey,,http://veasey.house.gov/,1881 Sylvan Ave.,"JP Morgan Chase Building, Ste. 108","Dallas, TX 75208",(214) 741-1387,414 Cannon House Office Building,Washington,DC,20515-4333,V000131,D
TX34,The Honorable,Filemon,,Vela,,https://vela.house.gov/,500 East Main,"Alice, TX 78332",,(361) 230-9776,437 Cannon House Office Building,Washington,DC,20515-4334,V000132,D
TX35,The Honorable,Lloyd,,Doggett,,https://doggett.house.gov/,217 W. Travis St.,"San Antonio, TX 78205",,(210) 704-1080,2307 Rayburn House Office Building,Washington,DC,20515-4335,D000399,D
TX36,The Honorable,Brian,,Babin,,http://babin.house.gov/,203 Ivy Avenue,Suite 600,"Deer Park, TX 77536",(832) 780-0966,316 Cannon House Office Building,Washington,DC,20515-4336,B001291,R
UT01,The Honorable,Rob,,Bishop,,http://robbishop.house.gov/,1017 Federal Building,324 25th Street,"Ogden, UT 84401",801-625-0107,123 Cannon House Office Building,Washington,DC,20515-4401,B001250,R
UT02,The Honorable,Chris,,Stewart,,http://stewart.house.gov/,420 East South Temple,#390,"Salt Lake City, UT 84111",801-364-5550,323 Cannon House Office Building,Washington,DC,20515-4402,S001192,R
UT03,The Honorable,Jason,,Chaffetz,,https://chaffetz.house.gov/,51 S University Ave.,Suite 318,"Provo, UT 84601",(801) 851-2500,2236 Rayburn House Office Building,Washington,DC,20515-4403,C001076,R
UT04,The Honorable,Mia,B.,Love,,https://love.house.gov/,9067 South 1300 West,Suite101,"West Jordan, UT 84088",801-996-8729,217 Cannon House Office Building,Washington,DC,20515-4404,L000584,R
VA01,The Honorable,Robert,J.,Wittman,,http://wittman.house.gov/,95 Dunn Drive,Ste. 201,"Stafford, Virginia 22556",(540) 659-2734,2454 Rayburn House Office Building,Washington,DC,20515-4601,W000804,R
VA03,The Honorable,Robert,C. “Bobby”,Scott,,http://bobbyscott.house.gov/,2600 Washington Ave.,Suite 1010,"Newport News, VA 23607",(757) 380-1000,1201 Longworth House Office Building,Washington,DC,20515-4603,S000185,D
VA06,The Honorable,Bob,,Goodlatte,,https://goodlatte.house.gov/,70 North Mason Street,"Harrisonburg, VA 22802",,(540) 432-2391,2309 Rayburn House Office Building,Washington,DC,20515-4606,G000289,R
VA07,The Honorable,Dave,,Brat,,http://brat.house.gov/,4201 Dominion Blvd,Suite 110,"Glen Allen, VA 23060",(804) 747-4073,330 Cannon House Office Building,Washington,DC,20515-4607,B001290,R
VA08,The Honorable,Donald,S.,Beyer,Jr.,http://beyer.house.gov/,5285 Shawnee Road,Suite 250,"Alexandria, VA 22312",(703) 658-5403,431 Cannon House Office Building,Washington,DC,20515-4608,B001292,D
VA09,The Honorable,H.,Morgan,Griffith,,http://morgangriffith.house.gov/,323 West Main Street,"Abingdon, VA 24210",,(276) 525-1405,1108 Longworth House Office Building,Washington,DC,20515-4609,G000568,R
VA10,The Honorable,Barbara,,Comstock,,https://comstock.house.gov/,21430 Cedar Drive,"Sterling, VA 20164","Sterling, VA 20164",(703) 404-6903,226 Cannon House Office Building,Washington,DC,20515-4610,C001105,R
VA11,The Honorable,Gerald,E.,Connolly,,https://connolly.house.gov/,4115 Annandale Road,Ste. 103,"Annandale, VA 22003",(703) 256-3071,2238 Rayburn House Office Building,Washington,DC,20515-4611,C001078,D
VI00,The Honorable,Stacey,E.,Plaskett,,https://plaskett.house.gov/,60 King Street,"Frederiksted, VI 00840",,(340) 778-5900,509 Cannon House Office Building,Washington,DC,20515-5500,P000610,D
VT00,The Honorable,Peter,,Welch,,https://welch.house.gov/,128 Lakeside Ave,Suite 235,"Burlington, VT 05401",(802) 652-2450,2303 Rayburn House Office Building,Washington,DC,20515-4500,W000800,D
WA01,The Honorable,Suzan,K.,DelBene,,https://delbene.house.gov/,204 W. Montgomery Street,"Mount Vernon, WA 98273",,(360) 416-7879,318 Cannon House Office Building,Washington,DC,20515-4701,D000617,D
WA02,The Honorable,Rick,,Larsen,,http://larsen.house.gov/,119 North Commercial Street,Suite 1350,"Bellingham, WA 98225",360-733-4500,2113 Rayburn House Office Building,Washington,DC,20515-4702,L000560,D
WA03,The Honorable,Jaime,,Herrera Beutler,,http://herrerabeutler.house.gov/,750 Anderson Street,"O.O. Howard House (Officers’ Row), Suite B","Vancouver, WA 98661",(360) 695-6292,1130 Longworth House Office Building,Washington,DC,20515-4703,H001056,R
WA04,The Honorable,Dan,,Newhouse,,https://newhouse.house.gov/,402 E. Yakima Ave,Suite #445,"Yakima, WA 98901",(509) 452-3243,1641 Longworth House Office Building,Washington,DC,20515-4704,N000189,R
WA05,The Honorable,Cathy,,McMorris Rodgers,,https://mcmorris.house.gov/,555 South Main Street,"Colville, WA 99114",,509-684-3481,203 Cannon House Office Building,Washington,DC,20515-4705,M001159,R
WA06,The Honorable,Derek,,Kilmer,,https://kilmer.house.gov/,950 Pacific Avenue,Suite 1230,"Tacoma, WA 98402",(253) 272-3515,1520 Longworth House Office Building,Washington,DC,20515-4706,K000381,D
WA08,The Honorable,David,G.,Reichert,,http://reichert.house.gov/,5 South Wenatchee Ave,Suite 315,"Wenatchee, WA 98801",(509)885-6615,1127 Longworth House Office Building,Washington,DC,20515-4708,R000578,R
WA09,The Honorable,Adam,,Smith,,https://adamsmith.house.gov/,101 Evergreen Building,15 S. Grady Way,"Renton, WA 98057",(425) 793-5180,2264 Rayburn House Office Building,Washington,DC,20515-4709,S000510,D
WA10,The Honorable,Denny,,Heck,,http://dennyheck.house.gov/,1423 E 29th St,Ste. 203,"Tacoma, WA 98404",(253) 722-5860,425 Cannon House Office Building,Washington,DC,20515-4710,H001064,D
WI01,The Honorable,Paul,D.,Ryan,,http://paulryan.house.gov/,20 South Main Street,Suite 10,"Janesville, WI 53545",(608) 752-4050,1233 Longworth House Office Building,Washington,DC,20515-4901,R000570,R
WI02,The Honorable,Mark,,Pocan,,http://pocan.house.gov/,100 State Street,3rd floor,"Beloit, WI 53511",(608) 365-8001,313 Cannon House Office Building,Washington,DC,20515-4902,P000607,D
WI03,The Honorable,Ron,,Kind,,https://kind.house.gov/,205 Fifth Avenue S.,Suite 400,"La Crosse, WI 54601",(608) 782-2558,1502 Longworth House Office Building,Washington,DC,20515-4903,K000188,D
WI04,The Honorable,Gwen,,Moore,,https://gwenmoore.house.gov/,316 N Milwaukee St,STE 406,"Milwaukee, WI 53202",(414) 297-1140,2245 Rayburn House Office Building,Washington,DC,20515-4904,M001160,D
WI05,The Honorable,F.,James,Sensenbrenner,Jr.,http://sensenbrenner.house.gov/,120 Bishops Way,#154,"Brookfield, WI 53005",(262) 784-1111,2449 Rayburn House Office Building,Washington,DC,20515-4905,S000244,R
WI06,The Honorable,Glenn,,Grothman,,http://grothman.house.gov/,1020 South Main Street,Suite B,"Fond du Lac, WI 54935",(920) 907-0624,501 Cannon House Office Building,Washington,DC,20515-4906,G000576,R
WI07,The Honorable,Sean,P.,Duffy,,https://duffy.house.gov/,502 2nd St.,Suite 202,"Hudson, WI 54016",715-808-8160,1208 Longworth House Office Building,Washington,DC,20515-4907,D000614,R
WV01,The Honorable,David,B.,McKinley,,https://mckinley.house.gov/,709 Beechurst Ave.,Suite 29,"Morgantown, WV 26505",304.284.8506,412 Cannon House Office Building,Washington,DC,20515-4801,M001180,R
WV02,The Honorable,Alexander,X.,Mooney,,https://mooney.house.gov/,405 Capitol Street,Suite 514,"Charleston, WV 25301",(304) 925-5964,1232 Longworth House Office Building,Washington,DC,20515-4802,M001195,R
WV03,The Honorable,Evan,H.,Jenkins,,https://evanjenkins.house.gov/,223 Prince St.,"Beckley, WV 25801",,(304) 250-6177,502 Cannon House Office Building,Washington,DC,20515-4803,J000297,R
